path,sha256
00_Spec/EBB-AI-SENTINEL-11A_BUILD_SPEC.md,bd0b0e40f2a07524fce918d72cc2ce09edc7ef988ace5587817fea6d377dc3f5
00_Spec/EBB-AI-SENTINEL-11A_RC2.8_TO_RC2.9_SYSTEM_TRANSFORMATION.txt,ac0c795afc66b836183829b118f03b39fa99a544aedf551331e1a15c94100f66
01_Frozen_Builds/EBB-AI-SENTINEL-10_EXAMINED_RC2.8_DETERMINISTIC_REQUEST_FIRST.zip,a97587a923c1569eddca3035980bab15f6f14b6079cc610c9d70bc4eb324e0ec
01_Frozen_Builds/EBB-AI-SENTINEL-10_NAVIGATOR_RC2.8_DETERMINISTIC_REQUEST_FIRST.zip,099bd4bfe4579f3c86b0cc535ee26b67738d7c361653fa8a88f3a15fd435491d
01_Frozen_Builds/EBB-AI-SENTINEL-11_EXAMINED_RC2.9_ACTIVATION_SUCCESS_LOYALTY.zip,58ec3e29bb8d558e03924dfdf8880d3f90281403a56054389e4cf7d36cbaba2a
01_Frozen_Builds/EBB-AI-SENTINEL-11_NAVIGATOR_RC2.9_ACTIVATION_SUCCESS_LOYALTY.zip,427a56d87f9f87c1f152fd02cbe0e16d6b5a88777de2a60b00fa1be9479e7f89
02_Captured_Requests/EBB-AI-SENTINEL-11A_CAPTURED_REQUESTS.jsonl,3abc2687e20c25b9c54b0190a5933000d9f08decee2d22e833a663ff5bea1a8c
03_Live_Harness/blind_reviewer_STRICT.html,3396da65abd6548ece473448ae0cdf9b2eb3044a96505db5813ea772ecfa4170
03_Live_Harness/package_separated_artifacts.py,adcd4c78fa9854d333fe5f30d856ec53b96e3cb34272676b94862e6d223f08e3
03_Live_Harness/run_live_paired_certification.py,ff3e5d3edb5bf01792b76ea519ad86c682858c79847db9543dbd14b443b864ef
03_Live_Harness/run_sentinel11a_preflight.py,f79bdfb32a8ccecc04a124dcd4d59c63572a9695a320d6ea1b6769a76daf78a6
03_Live_Harness/score_review.py,75c46b45fa31889222679b6f62909c0eb98d72dc2c7c7965fe28909571c3a55c
03_Live_Harness/sentinel11a-live-certification.yml,61fbe65ef507f7cad75cd4efb955870fd087b2645b898571d0ffd45c7b6b513f
03_Live_Harness/validate_live_results.py,617beed4a96123d85a08eb013affff98e0203458126bb0ad649040ba1d161de7
04_Registers/EBB-AI-SENTINEL-11A_EXECUTION_PLAN_PREVIEW.csv,8f12b2ee00eac056abef3f9be03a16bce105cdb8262dbe90e035b40ad2e3c970
04_Registers/EBB-AI-SENTINEL-11A_HASH_REGISTER.csv,08202e6614106bac8e10833242f28c19594763fc7bfd404a9d087c5900cd6a31
04_Registers/EBB-AI-SENTINEL-11A_PLAN_SUMMARY.json,70bad11add39d27f86403fbb13bfd48fc6809ee56041519424411477c511016c
04_Registers/EBB-AI-SENTINEL-11A_REQUEST_DIFF_REGISTER.csv,7f534e678be26b56086d071738830e6cafb6fe2516f3160cc4175c182f650616
04_Registers/EBB-AI-SENTINEL-11A_SCORER_LABEL_ONLY_DIFF.patch,cfb062b72d17aaf03b9823422e51012d2cb168113b0de5c185f435b2bb19a71b
05_QA/EBB-AI-SENTINEL-11A_CAPTURED_REQUEST_PARITY.csv,e9aea2c239e8a2ebd413b3645be9d4e7b983beb74cf60dd3f52ef315b7cd5141
05_QA/EBB-AI-SENTINEL-11A_CAPTURED_REQUEST_PARITY.json,a3738b0abae8487403447a82d5f01e4ff5760fdc55a9382ed45f892899fd6209
05_QA/EBB-AI-SENTINEL-11A_FINAL_QA.json,f6ef16249e8569309eb209f29f933aebb3b508ebbec04b4a2448893217b1bd5c
05_QA/EBB-AI-SENTINEL-11A_FINAL_QA.txt,84d035f97964bcf4429e8350cbc0a010720bc73074cb67f4c595276cf95ed21d
05_QA/EBB-AI-SENTINEL-11A_PREFLIGHT.json,3f796391ac2302f31909f5817e5acebf4109cf20a1720bd03da761221024a5ad
06_Release_Notes/EBB-AI-SENTINEL-11A_OPERATOR_GUIDE.md,51b34db5834565961667bd0c7a7b06b951a7144d667b389646d40d7c236b3e63
EBB-AI-SENTINEL-11A_LOCK.json,92bb288c131df165fc33d7bedfbe4ed306c5af5dea9ffee7ae0eace99c2a0feb
EBB-AI-SENTINEL-11A_PACKAGE_MANIFEST.csv,9f46922020d1d5f557ac27b7c7b8ef00a3e4725dedc3aac7a668bda529ff0f4a
EBB-AI-SENTINEL-11A_README.md,c3ed58a2d2de3dc2136ecb16ab67fd966235adfb230c65a530d0de392a67f581
