path,sha256
00_Spec/EBB-AI-SENTINEL-9A_BUILD_SPEC.md,24993e7ac96b128c0e3303a04da00a0ec4e48f993b579ed4dfea82d70656fd8c
00_Spec/EBB-AI-SENTINEL-9A_RC2.6_TO_RC2.7_SYSTEM_TRANSFORMATION.txt,b87671a146cf952823529e9e4f9c9b20fbb0d76e760c0a06cf555d3cda6dcf79
01_Frozen_Builds/EBB-AI-SENTINEL-8_EXAMINED_RC2.6_CLAUSE_LEVEL_EVIDENCE_GATE.zip,2f756f5c3dc7f97f89f36acbb31c29275b23e727a2f6d125e4a20e9f812f0061
01_Frozen_Builds/EBB-AI-SENTINEL-8_NAVIGATOR_RC2.6_CLAUSE_LEVEL_EVIDENCE_GATE.zip,0e9277551819f4ec3d985748a33c10a9245c3c671078102bb2990625852cf94f
01_Frozen_Builds/EBB-AI-SENTINEL-9_EXAMINED_RC2.7_EVIDENCE_MINIMAL_OUTPUT.zip,b805e576d699b6ca8daf82b6266ea5dfdd8288aef7dbfd8f23872ce6d6d92cad
01_Frozen_Builds/EBB-AI-SENTINEL-9_NAVIGATOR_RC2.7_EVIDENCE_MINIMAL_OUTPUT.zip,c67cc46d28ff4d1c2fcfdc430a63585daa0780f503feeb6223013ddf0f9fd3d5
02_Captured_Requests/EBB-AI-SENTINEL-9A_CAPTURED_REQUESTS.jsonl,3d6fda8264fc221053f5385351e3f5a732b9193f6a330daf5caba30ac516a911
03_Live_Harness/__pycache__/package_separated_artifacts.cpython-313.pyc,71b4a24cb2f6ff1b0f93449b147fc87b5328ef5b31a55db7b00708c25e9fb67b
03_Live_Harness/__pycache__/run_live_paired_certification.cpython-313.pyc,56f534a9f2a46ef1cd40777d3cc90b41086f2399f85e6de901c0dca532598fac
03_Live_Harness/__pycache__/run_sentinel9a_preflight.cpython-313.pyc,6eff4a4e56328f1efef2efd2b3daa28e676a9ac1626984d251ba6b35704bcf2c
03_Live_Harness/__pycache__/score_review.cpython-313.pyc,93ad4ec40792ac437ca762c2e37ba49e2554af01d6aee0887f64c3ccd1e9cf8d
03_Live_Harness/__pycache__/validate_live_results.cpython-313.pyc,2363d57ca0a42886d11ec63addc15c118bd0aa86ba9be2755eb75f118b1a80a8
03_Live_Harness/blind_reviewer_STRICT.html,3396da65abd6548ece473448ae0cdf9b2eb3044a96505db5813ea772ecfa4170
03_Live_Harness/package_separated_artifacts.py,62024c073bf4d77ecdaee692443703cc0cda6ec56e92a6c7eff77ba191b8f181
03_Live_Harness/run_live_paired_certification.py,d606ed92f9b2bc3c1ac759245570d52c6ce3b12d15072f3e9c052c771f4f78b6
03_Live_Harness/run_sentinel9a_preflight.py,24351079ebc8e2bd67c19725cbe2257c709ecbee55d05581f896465bae9a5b4f
03_Live_Harness/score_review.py,3d04dbcbb3b23cc286d84950305a72060f9f57f412edcf8298fb4f313c7f77a8
03_Live_Harness/sentinel9a-live-certification.yml,166ee71ceee08bcba2e9e4422645f0fc7f8a8e86da53869717f60d44b1010324
03_Live_Harness/validate_live_results.py,1e1450a092d03c16fc8ab715e4767c9c4da2ff897c03f15ad0e711fce673af33
04_Registers/EBB-AI-SENTINEL-9A_EXECUTION_PLAN_PREVIEW.csv,f735bff60f263e64e7cee5e51064b903f4c27b5a13244a8ddd0325d3c8c38f2a
04_Registers/EBB-AI-SENTINEL-9A_HASH_REGISTER.csv,41bcf935525ca0cd29f04514f7eb3ec940b1671cf9fc9a4d7a5f646a494905d8
04_Registers/EBB-AI-SENTINEL-9A_PLAN_SUMMARY.json,bd674ce0ebd2893812301ab3d90f1943f45eac44728d8fafd147652a4eb7200d
04_Registers/EBB-AI-SENTINEL-9A_REQUEST_DIFF_REGISTER.csv,29c2228bbb6d7322e990e60859977572beca52b00e499a5417dd14ff81129a4c
04_Registers/EBB-AI-SENTINEL-9A_SCORER_LABEL_ONLY_DIFF.patch,79f6b3727f12a3c8c7253631676cee0ca598ea2c9f2e5323b3f87794e41a0390
05_QA/EBB-AI-SENTINEL-9A_CAPTURED_REQUEST_PARITY.csv,d4f8ff10d08ab2941f6dd3a2d18f903f6c86e1358b505ceadaa35114b3f8df63
05_QA/EBB-AI-SENTINEL-9A_CAPTURED_REQUEST_PARITY.json,e37ce5f12375f6b35b076851324c81e940f5a27f50de0179e57041f8f0e08349
05_QA/EBB-AI-SENTINEL-9A_FINAL_QA.txt,dd85c334d28e061e5bd58f37057eeabcabb185bd0449cfe6177f7aa70ef1eaf7
05_QA/EBB-AI-SENTINEL-9A_PREFLIGHT.json,496a49712a98e12b919e0a15a1acbd2e9be92a23ca68f3cfcd53c581a7576653
06_Release_Notes/EBB-AI-SENTINEL-9A_OPERATOR_GUIDE.md,1a0c6aed46d8cbe6774d1c51fdfe70641c02fc7046041d7c0091bb8a5af1998a
EBB-AI-SENTINEL-9A_LOCK.json,fd9b52f51693d779c0489ac5d574e4d3abbc3dae0de4fadddf0c5798de73952d
EBB-AI-SENTINEL-9A_PACKAGE_MANIFEST.csv,9a467772508d327b8f0cb9122bc91fac4c21d986841c590584d91585b3749201
EBB-AI-SENTINEL-9A_README.md,c374123caf065ede574b6927d73c281e3e6a79ce0a81b00269c9bea9e975a22f
