path,sha256
00_Spec/EBB-AI-SENTINEL-10A_BUILD_SPEC.md,a987b75d6a9a55e6694e3a0ec1a1af3f8cbc806def44315a262950aba1f0eee1
00_Spec/EBB-AI-SENTINEL-10A_RC2.7_TO_RC2.8_SYSTEM_TRANSFORMATION.txt,1f5baba4f9fa65a8dfe434470089623c3da7f4ed8f04f9582df9e2465cec1b56
01_Frozen_Builds/EBB-AI-SENTINEL-10_EXAMINED_RC2.8_DETERMINISTIC_REQUEST_FIRST.zip,a97587a923c1569eddca3035980bab15f6f14b6079cc610c9d70bc4eb324e0ec
01_Frozen_Builds/EBB-AI-SENTINEL-10_NAVIGATOR_RC2.8_DETERMINISTIC_REQUEST_FIRST.zip,099bd4bfe4579f3c86b0cc535ee26b67738d7c361653fa8a88f3a15fd435491d
01_Frozen_Builds/EBB-AI-SENTINEL-9_EXAMINED_RC2.7_EVIDENCE_MINIMAL_OUTPUT.zip,b805e576d699b6ca8daf82b6266ea5dfdd8288aef7dbfd8f23872ce6d6d92cad
01_Frozen_Builds/EBB-AI-SENTINEL-9_NAVIGATOR_RC2.7_EVIDENCE_MINIMAL_OUTPUT.zip,c67cc46d28ff4d1c2fcfdc430a63585daa0780f503feeb6223013ddf0f9fd3d5
02_Captured_Requests/EBB-AI-SENTINEL-10A_CAPTURED_REQUESTS.jsonl,c76c2b324650096f97b813949c7105a4b7b08af9514a60a25728ad6c89440008
03_Live_Harness/__pycache__/package_separated_artifacts.cpython-313.pyc,e837562a480ed7d86d2f2236404c5c2eff65c0246b3cd8dd3073a19692df9182
03_Live_Harness/__pycache__/run_live_paired_certification.cpython-313.pyc,401cd2f5f44e9e33276cb6f77c18008c795947f2d32401500f8870142e6a15a2
03_Live_Harness/__pycache__/run_sentinel10a_preflight.cpython-313.pyc,d7458784d20ea137ca919afc460bcaea8a5f53d1ab8398b9dd9685a2f1f64d90
03_Live_Harness/__pycache__/score_review.cpython-313.pyc,47d9a96875bab08e7833de93d237274df7d3e126572496c5bee4a5d0ba58f35a
03_Live_Harness/__pycache__/validate_live_results.cpython-313.pyc,eb2c11407167469c1ea753fbdcef150afbced313cf9b80a9ba7130770b241670
03_Live_Harness/blind_reviewer_STRICT.html,3396da65abd6548ece473448ae0cdf9b2eb3044a96505db5813ea772ecfa4170
03_Live_Harness/package_separated_artifacts.py,59f43809b8defcf29d81ba7544c4081a07708cdbb26ad58237baac0da11eec5e
03_Live_Harness/run_live_paired_certification.py,e8738f67eceed9d6104ac1ee14df6f8a600cb11129683ceec91feae6d4fb35fa
03_Live_Harness/run_sentinel10a_preflight.py,b1c287b275974e68ce2ba3750b2f128d6899a572f244b2c504d9e181653f6326
03_Live_Harness/score_review.py,8244f4fcc87a7f2db254f85e8ed7d29249c3d1d3c5507c4c0af95b65c7e3248b
03_Live_Harness/sentinel10a-live-certification.yml,467848d49c7c2d5201896706bcdb8a3c54fef1a56cc6507d930f598b12af184a
03_Live_Harness/validate_live_results.py,4bea25a936cd5c207d8acedd24bee99b63f3cb5b49d50818413c43f55e8a8d32
04_Registers/EBB-AI-SENTINEL-10A_EXECUTION_PLAN_PREVIEW.csv,e8ebedea5a36aca576953ec1cd5afe10755d88eba622a3406c3f80168454ffa5
04_Registers/EBB-AI-SENTINEL-10A_HASH_REGISTER.csv,f90d2f7dbc543964d678899e1037622be6f6d48403009b989c6c3511afa843f7
04_Registers/EBB-AI-SENTINEL-10A_PLAN_SUMMARY.json,319773f0995642c3e1b965dc7bf7a832c647c430c56b74f8928629d955e80105
04_Registers/EBB-AI-SENTINEL-10A_REQUEST_DIFF_REGISTER.csv,1cc171446bb70b708ac46f75243417a329ade1eedc6e550e0705fc0cafa08d32
04_Registers/EBB-AI-SENTINEL-10A_SCORER_LABEL_ONLY_DIFF.patch,85a18dea135a033e63dc53c2454775d3f7bc70ed78083248e93f4de9ce86d8e5
05_QA/EBB-AI-SENTINEL-10A_CAPTURED_REQUEST_PARITY.csv,1df56b8156bb569f76849be9f3c5609bbc79ce4dbbe3cdc6063c8df8260737cf
05_QA/EBB-AI-SENTINEL-10A_CAPTURED_REQUEST_PARITY.json,450ebdcbe4e1bcc66a8c36bfc4aa8f2db42c520dce39adba0d55bb513f32e136
05_QA/EBB-AI-SENTINEL-10A_FINAL_QA.txt,f6f9578363c68ca4fc9d40394bb4b479da293a064b1caa33fd9479144d0d80e0
05_QA/EBB-AI-SENTINEL-10A_PREFLIGHT.json,43c115b26fae9f6432741b964c4582851c2f89eaa6ee2d8b5898a66f2928dced
06_Release_Notes/EBB-AI-SENTINEL-10A_OPERATOR_GUIDE.md,0eca1ebc7dff62e03395ba58a9f57f0a17e1d8f5c37673b57924dcda3c7398ed
EBB-AI-SENTINEL-10A_LOCK.json,42f81659f3657c60f659811725df1b76ff68278d72cfa1038eb4c3993c500f30
EBB-AI-SENTINEL-10A_PACKAGE_MANIFEST.csv,5f8813f6d790ba2769d3ba018e28385293d8a71de93f1549f401bc32b9667e71
EBB-AI-SENTINEL-10A_README.md,4ed33c00b7fda32531e04b04feff2b9a6c9f9a49d204451306025df65cdf95f8
